merge_artist,total_tracks,avg_popularity,avg_duration_ms,avg_danceability,avg_energy,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,top_genre,total_nominations,total_wins,first_award_year,last_award_year,has_award
andrew lloyd webber;the andrew lloyd webber orchestra;simon lee,5,14.0,223287.8,0.12,0.15,0.04,0.76,0.89,0.18,0.06,115.4,show-tunes,0,0,0,0,0
andrew lloyd webber;the phantom of the opera 1986 studio orchestra,2,0.5,133000.0,0.36,0.33,0.04,0.01,0.47,0.53,0.21,120.41,show-tunes,0,0,0,0,0
andrew lloyd webber;todrick hall,1,21.0,221680.0,0.3,0.26,0.04,0.87,0.0,0.09,0.27,122.67,show-tunes,0,0,0,0,0
andrew lloyd webber;victor mcguire,1,25.0,240600.0,0.34,0.22,0.14,0.87,0.0,0.34,0.09,76.96,show-tunes,0,0,0,0,0
andrew lloyd webber;victoria hamilton-barritt;georgina castle;laura baldwin,1,22.0,182120.0,0.61,0.29,0.41,0.77,0.0,0.13,0.73,74.63,show-tunes,0,0,0,0,0
andrew lloyd webber;“starlight express” original cast;ray shell,1,21.0,228800.0,0.52,0.56,0.08,0.32,0.0,0.06,0.48,128.25,show-tunes,0,0,0,0,0
andrew marlin,3,22.33,227822.0,0.57,0.44,0.03,0.91,0.9,0.1,0.69,116.43,bluegrass,0,0,0,0,0
andrew mcmahon in the wilderness,1,61.0,223879.0,0.38,0.84,0.14,0.01,0.0,0.32,0.24,194.0,piano,0,0,0,0,0
andrew norelli,6,21.33,202761.0,0.55,0.59,0.92,0.8,0.0,0.77,0.56,81.64,comedy,0,0,0,0,0
andrew orvedahl,3,22.33,185260.33,0.55,0.64,0.9,0.75,0.0,0.61,0.63,103.59,comedy,0,0,0,0,0
andrew rayel,1,50.0,177745.0,0.63,0.84,0.05,0.05,0.0,0.1,0.64,125.03,trance,0,0,0,0,0
andrew rayel;aidyl,1,48.0,266492.0,0.52,0.81,0.04,0.0,0.01,0.12,0.1,134.98,trance,0,0,0,0,0
andrew rayel;sam gray,1,57.0,161634.0,0.71,0.89,0.03,0.02,0.0,0.31,0.48,122.03,progressive-house,0,0,0,0,0
andrew ripp,3,43.33,214597.67,0.65,0.52,0.04,0.52,0.0,0.1,0.41,93.32,acoustic,0,0,0,0,0
andrew tan,6,32.17,250925.67,0.52,0.51,0.03,0.53,0.0,0.12,0.36,125.19,mandopop,0,0,0,0,0
andri hart,1,23.0,165312.0,0.58,0.03,0.13,0.94,0.63,0.11,0.04,109.83,guitar,0,0,0,0,0
andro,1,61.0,159529.0,0.62,0.65,0.04,0.42,0.0,0.24,0.49,85.02,hip-hop,0,0,0,0,0
androma,1,54.0,156120.0,0.62,0.92,0.03,0.0,0.82,0.18,0.3,118.97,deep-house,0,0,0,0,0
andromida;daedric,1,4.0,225206.0,0.48,0.93,0.05,0.0,0.1,0.08,0.34,144.99,metalcore,0,0,0,0,0
andrzej zaucha,1,34.0,196360.0,0.54,0.55,0.03,0.54,0.0,0.23,0.69,127.19,blues,0,0,0,0,0
andré bauer,1,22.0,126173.0,0.48,0.38,0.03,0.69,0.0,0.1,0.22,108.22,show-tunes,0,0,0,0,0
andré de shields;hadestown original broadway company;anaïs mitchell,2,21.0,181351.0,0.44,0.24,0.06,0.8,0.0,0.09,0.29,95.82,show-tunes,0,0,0,0,0
andré e felipe,1,41.0,187720.0,0.67,0.94,0.07,0.14,0.0,0.42,0.86,136.93,gospel,0,0,0,0,0
andré e felipe;casa worship;julliany souza;léo brandão,1,42.0,267409.0,0.46,0.72,0.03,0.13,0.0,0.11,0.48,139.93,gospel,0,0,0,0,0
andré e felipe;midian lima,1,37.0,272697.0,0.47,0.73,0.04,0.36,0.0,0.08,0.44,139.88,gospel,0,0,0,0,0
andré e felipe;pr. lucas,1,39.0,256708.0,0.4,0.67,0.03,0.38,0.0,0.07,0.24,158.06,gospel,0,0,0,0,0
andré e felipe;rebeca carvalho,1,46.0,286956.0,0.38,0.65,0.04,0.03,0.0,0.09,0.26,146.15,brazil,0,0,0,0,0
andré laplante,1,49.0,430567.0,0.29,0.11,0.04,0.98,0.89,0.09,0.03,68.08,piano,0,0,0,0,0
andré leono,5,21.6,258602.4,0.58,0.56,0.03,0.26,0.0,0.14,0.44,118.67,disney,0,0,0,0,0
andré leono;fabiana sinfrônio,2,25.5,326751.0,0.44,0.51,0.03,0.1,0.0,0.16,0.25,139.91,disney,0,0,0,0,0
andré leono;samuel messias,1,27.0,255976.0,0.46,0.46,0.03,0.33,0.0,0.31,0.13,124.15,disney,0,0,0,0,0
andré renato,1,50.0,282401.0,0.48,0.78,0.09,0.4,0.0,0.97,0.67,157.3,pagode,0,0,0,0,0
andré rieu,5,31.8,176183.6,0.31,0.38,0.1,0.79,0.63,0.29,0.24,88.79,opera,0,0,0,0,0
andré rieu;carmen monarcha;mirusia louwerse;suzan erens;the platin tenors,1,45.0,218626.0,0.29,0.39,0.04,0.93,0.0,0.23,0.23,82.27,opera,0,0,0,0,0
andré rieu;johann strauss orchestra,15,34.33,260221.93,0.18,0.39,0.04,0.84,0.55,0.38,0.21,97.72,opera,0,0,0,0,0
andré rieu;johann strauss orchestra;stéphanie detry,1,53.0,175266.0,0.22,0.39,0.03,0.6,0.4,0.14,0.08,129.62,opera,0,0,0,0,0
andré rieu;mirusia louwerse,2,20.5,302559.5,0.15,0.35,0.04,0.88,0.0,0.12,0.14,76.24,opera,0,0,0,0,0
andré rieu;tanja derwahl,1,21.0,271053.0,0.09,0.38,0.04,0.81,0.83,0.1,0.08,68.59,opera,0,0,0,0,0
andré sobota,1,37.0,256459.0,0.63,0.75,0.04,0.0,0.75,0.06,0.15,123.0,minimal-techno,0,0,0,0,0
andré sobota;milos ilic;oliver petkovski,1,19.0,420005.0,0.62,0.83,0.03,0.01,0.9,0.09,0.4,123.01,minimal-techno,0,0,0,0,0
andré stade,1,30.0,214671.0,0.6,0.84,0.04,0.0,0.0,0.39,0.35,123.96,disco,0,0,0,0,0
andré valadão,7,41.89,324773.56,0.5,0.65,0.03,0.23,0.0,0.33,0.24,118.1,gospel,0,0,0,0,0
andré valadão;brunão morada,1,40.0,450857.0,0.3,0.42,0.03,0.27,0.0,0.59,0.15,139.62,gospel,0,0,0,0,0
andrés,1,32.0,216000.0,0.56,0.86,0.26,0.28,0.0,0.07,0.73,79.82,hardcore,0,0,0,0,0
andrés calamaro,7,4.05,187928.14,0.55,0.61,0.05,0.29,0.01,0.16,0.67,106.29,alt-rock,0,0,0,0,0
andrés calamaro;alejandro sanz,1,0.0,226858.0,0.74,0.48,0.03,0.72,0.0,0.08,0.76,105.03,alt-rock,0,0,0,0,0
andrés calamaro;carlos vives,1,0.0,254955.0,0.69,0.52,0.02,0.41,0.0,0.14,0.52,108.06,alt-rock,0,0,0,0,0
andrés calamaro;juanes;niño josele,1,0.0,225616.0,0.68,0.65,0.07,0.58,0.0,0.1,0.78,87.89,alt-rock,0,0,0,0,0
andrés calamaro;julio iglesias,1,0.0,208004.0,0.78,0.46,0.03,0.66,0.0,0.11,0.73,102.16,alt-rock,0,0,0,0,0
andrés calamaro;sebastian yatra;leiva;ivan ferreiro,1,2.25,285024.0,0.73,0.38,0.03,0.81,0.0,0.1,0.83,115.0,alt-rock,0,0,0,0,0
andrés calamaro;vicentico,1,1.0,171978.0,0.71,0.52,0.03,0.68,0.0,0.18,0.73,89.94,alt-rock,0,0,0,0,0
andy & lucas,3,22.0,264266.0,0.66,0.81,0.09,0.51,0.0,0.26,0.61,123.32,spanish,0,0,0,0,0
andy & lucas;abraham mateo;lérica,1,62.0,178661.0,0.69,0.82,0.1,0.15,0.0,0.23,0.7,92.99,spanish,0,0,0,0,0
andy bar,1,25.0,198000.0,0.7,0.97,0.03,0.13,0.0,0.27,0.97,139.97,party,0,0,0,0,0
andy c;fiora,1,54.0,179650.0,0.42,0.96,0.04,0.0,0.0,0.12,0.5,174.05,drum-and-bass,0,0,0,0,0
andy el unico,1,48.0,223242.0,0.66,0.88,0.07,0.15,0.0,0.15,0.96,83.89,folk,0,0,0,0,0
andy gibb;olivia newton-john,3,7.33,250013.0,0.57,0.41,0.03,0.44,0.0,0.1,0.33,135.45,disco,0,0,0,0,0
andy grammer,3,33.0,196357.0,0.69,0.71,0.08,0.08,0.0,0.18,0.29,115.6,rock,0,0,0,0,0
andy griffith,1,44.0,116533.0,0.62,0.34,0.08,0.69,0.0,0.11,0.92,172.02,comedy,1,1,2017,2017,1
andy hendrickson,8,21.88,185199.25,0.51,0.58,0.93,0.69,0.0,0.86,0.44,85.52,comedy,0,0,0,0,0
andy hui,11,20.27,246791.09,0.55,0.46,0.03,0.55,0.0,0.17,0.34,120.25,cantopop,0,0,0,0,0
andy hui;anita mui,1,20.0,343066.0,0.57,0.9,0.04,0.2,0.0,0.03,0.47,125.46,cantopop,0,0,0,0,0
andy hui;jacky cheung;鄭中基,1,20.0,242533.0,0.81,0.62,0.05,0.3,0.0,0.14,0.87,119.99,cantopop,0,0,0,0,0
andy hui;許慧欣,2,25.5,267113.0,0.43,0.71,0.05,0.48,0.0,0.15,0.43,201.96,cantopop,0,0,0,0,0
andy karl,2,23.5,127396.0,0.43,0.28,0.03,0.37,0.0,0.08,0.4,117.08,show-tunes,0,0,0,0,0
andy karl;andrew call;raymond j. lee;groundhog day the musical company;tim minchin,1,24.0,313426.0,0.48,0.61,0.13,0.38,0.0,0.13,0.62,131.95,show-tunes,0,0,0,0,0
andy karl;groundhog day the musical company;tim minchin,4,23.0,226789.5,0.51,0.56,0.09,0.54,0.0,0.31,0.48,142.29,show-tunes,0,0,0,0,0
andy karl;tim minchin,2,20.5,84453.0,0.55,0.1,0.34,0.77,0.0,0.36,0.38,117.6,show-tunes,0,0,0,0,0
andy lau,21,27.28,265573.64,0.56,0.49,0.04,0.52,0.0,0.15,0.37,129.03,cantopop,0,0,0,0,0
andy luxx,2,0.0,200728.0,0.61,0.98,0.07,0.06,0.0,0.43,0.91,140.03,disco,0,0,0,0,0
andy mckee,1,41.0,313693.0,0.36,0.42,0.04,0.92,0.9,0.07,0.42,172.67,bluegrass,0,0,0,0,0
andy montañez,11,14.73,289480.18,0.67,0.76,0.06,0.61,0.0,0.27,0.88,97.29,salsa,0,0,0,0,0
andy moor;adam white;whiteroom,1,47.0,233848.0,0.47,0.94,0.04,0.0,0.89,0.45,0.17,134.97,trance,0,0,0,0,0
andy moor;adam white;whiteroom;marsh,1,43.0,213257.0,0.58,0.9,0.03,0.02,0.88,0.44,0.23,124.99,trance,0,0,0,0,0
andy moor;gxd,2,18.5,264050.5,0.44,0.93,0.04,0.0,0.84,0.22,0.34,134.97,progressive-house,0,0,0,0,0
andy moor;somna;natalie major,1,44.0,210376.0,0.58,0.81,0.04,0.03,0.55,0.4,0.08,127.99,trance,0,0,0,0,0
andy parsons,2,22.0,136766.0,0.46,0.74,0.93,0.85,0.0,0.78,0.35,135.19,comedy,0,0,0,0,0
andy sandford,1,23.0,89866.0,0.52,0.91,0.57,0.79,0.0,0.62,0.46,90.52,comedy,0,0,0,0,0
andy stott,3,31.5,403866.25,0.66,0.57,0.07,0.12,0.87,0.1,0.14,140.28,club,0,0,0,0,0
andy svge,2,20.5,282500.0,0.43,0.96,0.08,0.01,0.64,0.18,0.2,150.1,hardstyle,0,0,0,0,0
andy tallent,6,28.14,186727.86,0.37,0.04,0.06,0.99,0.92,0.12,0.2,111.26,disney,0,0,0,0,0
andy thorn,9,23.44,162795.44,0.5,0.35,0.05,0.9,0.73,0.12,0.72,127.81,bluegrass,0,0,0,0,0
andy z,3,18.67,96720.0,0.65,0.4,0.23,0.7,0.0,0.27,0.59,122.2,kids,0,0,0,0,0
andymori,5,31.22,153583.11,0.4,0.92,0.09,0.05,0.01,0.14,0.75,122.05,garage,0,0,0,0,0
ane brun,5,0.0,205212.4,0.39,0.19,0.03,0.91,0.0,0.23,0.27,135.26,singer-songwriter,0,0,0,0,0
anenon,10,9.2,245159.0,0.33,0.34,0.06,0.71,0.84,0.16,0.12,110.66,idm,0,0,0,0,0
angara,2,51.5,225490.0,0.59,0.68,0.07,0.04,0.87,0.24,0.11,122.52,french,0,0,0,0,0
angband,16,0.06,316443.81,0.44,0.87,0.13,0.0,0.06,0.18,0.31,129.26,iranian,0,0,0,0,0
angel canales,1,27.0,319706.0,0.64,0.87,0.04,0.2,0.0,0.14,0.87,96.98,salsa,0,0,0,0,0
angel d'agostino,2,17.0,167673.0,0.63,0.39,0.05,0.87,0.44,0.13,0.76,116.93,tango,0,0,0,0,0
angel d'agostino;ángel vargas,1,19.0,187360.0,0.83,0.22,0.07,0.89,0.0,0.06,0.85,123.94,tango,0,0,0,0,0
angel parra trio,1,33.0,174000.0,0.61,0.71,0.05,0.12,0.89,0.12,0.8,117.31,j-rock,0,0,0,0,0
angel parra trio;julian peña,1,36.0,230053.0,0.47,0.85,0.08,0.7,0.0,0.99,0.46,128.26,j-rock,0,0,0,0,0
angel y khriz,1,0.0,236080.0,0.73,0.9,0.04,0.09,0.0,0.16,0.79,99.95,latin,0,0,0,0,0
"angel y khriz;gocho ""el lápiz de platino"";john eric",2,0.0,202866.0,0.88,0.89,0.12,0.18,0.0,0.1,0.68,119.92,latin,0,0,0,0,0
angela chang,3,47.67,242505.0,0.57,0.65,0.04,0.25,0.0,0.18,0.39,136.6,mandopop,0,0,0,0,0
angela lansbury,2,20.5,237766.0,0.44,0.33,0.09,0.77,0.0,0.28,0.51,151.67,show-tunes,0,0,0,0,0
angela lansbury;david ogden stiers;jerry orbach;paige o'hara;robby benson,1,54.0,138413.0,0.58,0.26,0.04,0.84,0.0,0.1,0.43,126.08,show-tunes,0,0,0,0,0
angela lansbury;david tomlinson,1,29.0,221853.0,0.53,0.49,0.17,0.8,0.0,0.35,0.71,124.22,show-tunes,0,0,0,0,0
angela lansbury;disney,2,48.0,165293.0,0.28,0.21,0.03,0.79,0.0,0.16,0.17,139.78,show-tunes,0,0,0,0,0
angela lansbury;jerry orbach;chorus - beauty and the beast,1,20.0,223826.0,0.51,0.32,0.17,0.82,0.0,0.18,0.53,124.72,show-tunes,0,0,0,0,0
angela lansbury;jerry orbach;chorus - beauty and the beast;disney,1,59.0,224733.0,0.52,0.42,0.17,0.81,0.0,0.08,0.58,121.46,show-tunes,0,0,0,0,0
angela ro ro,3,37.33,274421.67,0.46,0.45,0.04,0.71,0.04,0.09,0.35,108.98,samba,0,0,0,0,0
angela ro ro;frejat,1,40.0,212840.0,0.44,0.61,0.03,0.32,0.0,0.39,0.36,95.84,mpb,0,0,0,0,0
angelica maria,15,32.2,169128.73,0.54,0.46,0.05,0.65,0.0,0.3,0.58,119.98,rock-n-roll,0,0,0,0,0
angelica maria;mariachi mexico,1,27.0,134826.0,0.78,0.41,0.06,0.68,0.0,0.05,0.96,115.03,rock-n-roll,0,0,0,0,0
angelica maria;vicente fernández,1,27.0,199133.0,0.39,0.25,0.03,0.53,0.0,0.3,0.34,79.64,rock-n-roll,0,0,0,0,0
angelina cruz,1,38.0,211933.0,0.59,0.41,0.04,0.86,0.0,0.09,0.28,145.85,acoustic,0,0,0,0,0
angelmaker,3,38.67,236546.33,0.43,0.94,0.1,0.0,0.15,0.35,0.21,121.65,black-metal,0,0,0,0,0
angelo ferreri;topa,1,0.0,341769.0,0.74,0.72,0.2,0.0,0.08,0.06,0.31,125.01,deep-house,0,0,0,0,0
angelo garcia,1,49.0,297045.0,0.49,0.5,0.03,0.35,0.0,0.2,0.22,75.55,singer-songwriter,0,0,0,0,0
angeloh,3,18.33,234072.0,0.66,0.59,0.1,0.3,0.0,0.11,0.68,113.75,afrobeat,0,0,0,0,0
angeloh;s.o,1,21.0,255122.0,0.7,0.49,0.23,0.07,0.0,0.07,0.53,140.03,afrobeat,0,0,0,0,0
angelov,1,46.0,499208.0,0.8,0.83,0.05,0.01,0.92,0.1,0.34,123.0,techno,0,0,0,0,0
angels of liberty;n/a,2,21.5,261284.0,0.39,0.94,0.05,0.0,0.88,0.23,0.34,138.78,goth,0,0,0,0,0
angelspit,1,24.0,273693.0,0.67,0.97,0.21,0.03,0.0,0.38,0.11,100.02,industrial,0,0,0,0,0
angerfist,5,46.83,199778.0,0.42,0.98,0.28,0.12,0.03,0.27,0.2,164.16,techno,0,0,0,0,0
angerfist;furyan,1,54.0,226516.0,0.3,0.99,0.48,0.18,0.0,0.46,0.05,177.99,techno,0,0,0,0,0
angerfist;mad dog,1,25.0,305625.0,0.43,0.99,0.33,0.0,0.83,0.12,0.12,173.0,techno,0,0,0,0,0
angerfist;neophyte;alee;mc diesel,1,26.0,243605.0,0.55,0.97,0.07,0.12,0.0,0.33,0.19,89.95,techno,0,0,0,0,0
angrrsth,1,17.0,299782.0,0.38,0.97,0.1,0.0,0.8,0.17,0.05,100.72,black-metal,0,0,0,0,0
angry johnny and the killbillies,2,24.5,238146.5,0.48,0.5,0.04,0.02,0.0,0.09,0.44,106.68,goth,0,0,0,0,0
angus & julia stone,2,58.5,256353.0,0.71,0.49,0.03,0.45,0.45,0.12,0.43,119.98,folk,0,0,0,0,0
angy kore,1,0.0,566774.0,0.8,0.8,0.05,0.0,0.87,0.1,0.07,130.01,minimal-techno,0,0,0,0,0
anibal troilo y su orquesta,2,18.0,183606.5,0.38,0.34,0.03,0.99,0.46,0.38,0.48,100.21,tango,0,0,0,0,0
anibal troilo y su orquesta;alberto marino,2,19.5,199359.5,0.52,0.24,0.05,0.95,0.02,0.12,0.52,149.85,tango,0,0,0,0,0
anibal troilo y su orquesta;edmundo rivero,1,15.0,209106.0,0.35,0.4,0.13,0.97,0.01,0.29,0.42,52.45,tango,0,0,0,0,0
anibal troilo y su orquesta;floreal ruiz,1,17.0,155826.0,0.49,0.5,0.05,0.86,0.0,0.2,0.72,99.23,tango,0,0,0,0,0
anifi,1,44.0,149318.0,0.64,0.33,0.03,0.96,0.87,0.1,0.21,66.0,anime,0,0,0,0,0
anika moa,1,33.0,206720.0,0.64,0.28,0.04,0.77,0.0,0.13,0.4,113.57,children,0,0,0,0,0
anil adoor,2,22.5,444653.0,0.54,0.56,0.03,0.54,0.0,0.1,0.42,157.94,malay,0,0,0,0,0
anil raveendran;abhijith ravikumar;sidharth sankar;athira janakan,1,34.0,201677.0,0.56,0.57,0.03,0.7,0.0,0.3,0.26,155.16,malay,0,0,0,0,0
anil raveendran;aromal chekaver;aparna sathyan,1,26.0,205821.0,0.56,0.19,0.04,0.76,0.0,0.22,0.36,139.31,malay,0,0,0,0,0
anil raveendran;arya dhayal;sangeeth vijayan,1,40.0,273913.0,0.59,0.53,0.04,0.65,0.0,0.12,0.19,114.88,malay,0,0,0,0,0
anil raveendran;girish narayanan,1,25.0,271578.0,0.6,0.5,0.03,0.86,0.0,0.1,0.35,113.84,malay,0,0,0,0,0
anil raveendran;hari mahesh g,1,30.0,78791.0,0.67,0.06,0.06,0.92,0.0,0.09,0.48,111.86,malay,0,0,0,0,0
anila mirela,1,47.0,111611.0,0.83,0.13,0.12,0.93,0.88,0.11,0.19,119.98,guitar,0,0,0,0,0
animadrop,5,41.62,338413.12,0.43,0.87,0.17,0.08,0.26,0.12,0.08,115.23,dubstep,0,0,0,0,0
animadrop;chenda,1,35.0,380245.0,0.42,0.87,0.11,0.27,0.0,0.1,0.06,119.94,dub,0,0,0,0,0
animato;gaudium,2,43.5,177428.5,0.56,0.94,0.04,0.02,0.82,0.39,0.51,139.99,trance,0,0,0,0,0
anime,6,25.33,193342.33,0.46,0.97,0.24,0.05,0.12,0.23,0.17,162.36,happy,0,0,0,0,0
anime piano dreamers,1,40.0,90117.0,0.38,0.01,0.05,0.99,0.95,0.11,0.38,65.14,anime,0,0,0,0,0
anime;broken minds,1,47.0,233587.0,0.34,0.95,0.45,0.07,0.0,0.1,0.1,185.09,happy,0,0,0,0,0
anime;dave revan,1,26.0,197775.0,0.48,0.98,0.05,0.0,0.0,0.52,0.11,100.0,happy,0,0,0,0,0
anime;tha suspect,1,17.0,323028.0,0.48,0.9,0.23,0.0,0.03,0.05,0.52,169.97,happy,0,0,0,0,0
animelmack,2,40.33,186397.67,0.62,0.54,0.03,0.06,0.85,0.14,0.64,133.34,anime,0,0,0,0,0
animotion,1,57.0,337266.0,0.67,0.61,0.08,0.0,0.36,0.61,0.42,114.75,synth-pop,0,0,0,0,0
anirap,7,42.57,241314.57,0.67,0.7,0.13,0.29,0.0,0.38,0.35,121.38,r-n-b,0,0,0,0,0
anirudh ravichander,26,63.0,174155.12,0.61,0.75,0.09,0.24,0.15,0.17,0.45,124.38,hip-hop,0,0,0,0,0
anirudh ravichander;adithya rk,1,71.0,242628.0,0.7,0.66,0.05,0.07,0.0,0.11,0.41,96.97,hip-hop,0,0,0,0,0
anirudh ravichander;ajesh,2,63.0,205946.0,0.65,0.79,0.04,0.21,0.0,0.25,0.34,109.97,hip-hop,0,0,0,0,0
anirudh ravichander;alisha thomas,1,59.0,195709.0,0.78,0.82,0.04,0.29,0.0,0.24,0.77,89.98,hip-hop,0,0,0,0,0
anirudh ravichander;ananthakrrishnan,1,64.0,252631.0,0.61,0.84,0.22,0.1,0.0,0.11,0.58,133.13,hip-hop,0,0,0,0,0
anirudh ravichander;anthony daasan,2,68.0,209032.0,0.83,0.72,0.11,0.09,0.0,0.05,0.76,124.0,hip-hop,0,0,0,0,0
anirudh ravichander;arivu,1,58.0,209500.0,0.81,0.93,0.13,0.25,0.0,0.11,0.67,100.02,hip-hop,0,0,0,0,0
anirudh ravichander;arjun kanungo;srinidhi venkatesh,1,62.0,245888.0,0.63,0.63,0.04,0.15,0.0,0.11,0.46,88.0,hip-hop,0,0,0,0,0
anirudh ravichander;bjorn surrao,1,60.0,92250.0,0.76,0.82,0.1,0.3,0.0,0.17,0.9,100.04,hip-hop,0,0,0,0,0
anirudh ravichander;dhanush,5,59.8,248165.2,0.65,0.78,0.2,0.42,0.0,0.36,0.67,118.97,hip-hop,0,0,0,0,0
anirudh ravichander;dhanush;nikhita gandhi,1,60.0,276705.0,0.59,0.59,0.03,0.41,0.0,0.09,0.45,85.0,hip-hop,0,0,0,0,0
anirudh ravichander;dhanush;shruti haasan,2,64.5,206099.5,0.58,0.52,0.03,0.43,0.0,0.35,0.6,109.94,hip-hop,0,0,0,0,0
anirudh ravichander;gana balachandar,2,60.5,228257.0,0.65,0.95,0.25,0.25,0.44,0.06,0.58,164.86,hip-hop,0,0,0,0,0
anirudh ravichander;hiphop tamizha,1,56.0,258359.0,0.76,0.96,0.14,0.35,0.0,0.49,0.85,140.03,hip-hop,0,0,0,0,0
anirudh ravichander;inno genga,1,59.0,271937.0,0.71,0.73,0.04,0.18,0.0,0.08,0.52,97.02,hip-hop,0,0,0,0,0
anirudh ravichander;jonita gandhi,6,65.5,244317.0,0.68,0.79,0.18,0.23,0.0,0.11,0.76,131.78,hip-hop,0,0,0,0,0
anirudh ravichander;kamal haasan,3,63.67,211384.0,0.83,0.79,0.38,0.34,0.0,0.06,0.93,130.05,hip-hop,0,0,0,0,0
anirudh ravichander;mohit chauhan,2,64.5,253033.0,0.56,0.62,0.04,0.43,0.0,0.13,0.38,90.01,hip-hop,0,0,0,0,0
anirudh ravichander;mohit chauhan;shreya ghoshal,1,57.0,312280.0,0.53,0.7,0.06,0.44,0.0,0.09,0.68,79.74,hip-hop,0,0,0,0,0
anirudh ravichander;niranjana ramanan,1,59.0,63711.0,0.47,0.84,0.03,0.1,0.91,0.3,0.21,97.26,hip-hop,0,0,0,0,0
anirudh ravichander;prudhvi chandra,1,57.0,218823.0,0.64,0.87,0.05,0.25,0.0,0.13,0.12,169.98,hip-hop,0,0,0,0,0
anirudh ravichander;ramya behra;sahithi chaganti,1,71.0,247000.0,0.64,0.95,0.24,0.43,0.0,0.46,0.82,156.83,hip-hop,0,0,0,0,0
anirudh ravichander;ravi g,1,65.0,198000.0,0.53,0.59,0.03,0.63,0.01,0.38,0.54,119.93,hip-hop,0,0,0,0,0
anirudh ravichander;ravi g;shashaa tirupati,1,69.0,243570.0,0.4,0.49,0.03,0.6,0.0,0.12,0.46,149.95,hip-hop,0,0,0,0,0
anirudh ravichander;rokesh,1,71.0,202607.0,0.64,0.82,0.15,0.03,0.0,0.05,0.46,151.05,hip-hop,0,0,0,0,0
anirudh ravichander;roop kumar rathod;shreya ghoshal,1,58.0,263826.0,0.65,0.57,0.03,0.17,0.0,0.5,0.51,110.06,hip-hop,0,0,0,0,0
anirudh ravichander;s. p. balasubrahmanyam,1,57.0,216000.0,0.47,0.87,0.37,0.47,0.0,0.15,0.74,78.43,hip-hop,0,0,0,0,0
anirudh ravichander;sam c.s.,1,57.0,225558.0,0.68,0.49,0.06,0.64,0.0,0.1,0.38,87.1,hip-hop,0,0,0,0,0
anirudh ravichander;shakthisree gopalan,1,62.0,270375.0,0.69,0.62,0.03,0.37,0.0,0.11,0.49,132.9,hip-hop,0,0,0,0,0
anirudh ravichander;shweta mohan,2,59.5,215382.0,0.54,0.53,0.05,0.51,0.0,0.12,0.65,109.93,hip-hop,0,0,0,0,0
anirudh ravichander;sid sriram,2,58.0,274678.0,0.52,0.77,0.09,0.46,0.0,0.14,0.35,112.46,hip-hop,0,0,0,0,0
anirudh ravichander;sunidhi chauhan;sanjana kalmanje,2,61.5,176345.0,0.83,0.69,0.17,0.02,0.0,0.2,0.65,140.11,hip-hop,0,0,0,0,0
anirudh ravichander;vijay yesudas;shweta mohan,1,70.0,264506.0,0.66,0.6,0.03,0.29,0.0,0.25,0.64,110.06,hip-hop,0,0,0,0,0
anirudh ravichander;vishal dadlani,2,62.5,290660.0,0.54,0.74,0.05,0.4,0.0,0.45,0.54,122.49,hip-hop,0,0,0,0,0
anirudh ravichander;yo yo honey singh;hiphop tamizha,1,59.0,270720.0,0.75,0.97,0.09,0.06,0.0,0.1,0.54,119.97,hip-hop,0,0,0,0,0
anirudh ravichander;yuvan shankar raja,1,62.0,194500.0,0.75,0.86,0.28,0.3,0.04,0.07,0.62,90.44,hip-hop,0,0,0,0,0
anirudh sharma,4,50.5,253585.25,0.56,0.55,0.04,0.46,0.0,0.24,0.47,122.87,indian,0,0,0,0,0
anis don demina,2,35.0,168426.5,0.64,0.71,0.23,0.11,0.0,0.34,0.62,164.37,swedish,0,0,0,0,0
anita baker,1,42.0,342000.0,0.53,0.43,0.04,0.55,0.0,0.08,0.22,109.11,jazz,5,5,2017,2017,1
anita mui,7,24.29,282423.0,0.56,0.45,0.03,0.54,0.0,0.19,0.28,103.14,cantopop,0,0,0,0,0
anitta,13,12.77,179467.31,0.78,0.73,0.07,0.14,0.0,0.11,0.46,104.4,funk,0,0,0,0,0
anitta;chencho corleone,1,0.0,206277.0,0.52,0.8,0.12,0.01,0.0,0.79,0.88,92.02,funk,0,0,0,0,0
anitta;dababy;troyboi,1,1.0,219166.0,0.8,0.58,0.05,0.02,0.0,0.07,0.58,144.01,funk,0,0,0,0,0
anitta;j balvin,1,72.0,193456.0,0.78,0.68,0.14,0.18,0.0,0.07,0.62,166.01,funk,0,0,0,0,0
anitta;justin quiles,1,0.0,182863.0,0.82,0.82,0.08,0.12,0.0,0.14,0.62,92.0,funk,0,0,0,0,0
anitta;maluma,2,1.0,170396.0,0.82,0.76,0.24,0.09,0.0,0.07,0.83,176.06,funk,0,0,0,0,0
anitta;missy elliott,12,6.08,157837.0,0.76,0.71,0.04,0.05,0.0,0.14,0.44,111.9,funk,0,0,0,0,0
anitta;saweetie,2,0.0,146933.0,0.9,0.58,0.12,0.04,0.0,0.06,0.87,133.01,funk,0,0,0,0,0
anitta;swae lee,2,1.0,175670.0,0.7,0.85,0.12,0.51,0.0,0.31,0.61,144.83,funk,0,0,0,0,0
