merge_artist,total_tracks,avg_popularity,avg_duration_ms,avg_danceability,avg_energy,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,top_genre,total_nominations,total_wins,first_award_year,last_award_year,has_award
martin jensen;loote,1,50.0,165083.0,0.65,0.66,0.06,0.18,0.0,0.15,0.34,110.04,electronic,0,0,0,0,0
martin jensen;rani,1,69.0,170613.0,0.79,0.71,0.04,0.2,0.0,0.05,0.91,116.03,electronic,0,0,0,0,0
martin landström,1,63.0,262707.0,0.49,0.13,0.03,0.76,0.22,0.08,0.05,112.89,jazz,0,0,0,0,0
martin lawrence,10,21.2,270689.0,0.54,0.47,0.95,0.64,0.0,0.89,0.22,85.09,comedy,0,0,0,0,0
martin shamoonpour,12,0.17,256986.42,0.38,0.38,0.06,0.72,0.57,0.15,0.38,105.74,iranian,0,0,0,0,0
martin short,1,21.0,101080.0,0.64,0.52,0.12,0.52,0.0,0.87,0.62,107.24,comedy,0,0,0,0,0
martin short;harvey fierstein,1,22.0,259786.0,0.58,0.51,0.07,0.22,0.0,0.13,0.53,118.81,comedy,0,0,0,0,0
martin solveig;alma,1,65.0,170322.0,0.78,0.72,0.05,0.17,0.0,0.06,0.6,124.05,disco,0,0,0,0,0
martin solveig;dragonette,1,28.0,209533.0,0.68,0.92,0.04,0.0,0.0,0.08,0.3,127.98,disco,0,0,0,0,0
martin solveig;good times ahead,2,54.0,206953.0,0.8,0.73,0.05,0.0,0.09,0.11,0.57,125.04,disco,0,0,0,0,0
martin solveig;ina wroldsen,2,15.5,202745.0,0.73,0.85,0.05,0.25,0.0,0.15,0.62,122.0,disco,0,0,0,0,0
martin solveig;roy woods,1,0.0,204514.0,0.71,0.72,0.03,0.04,0.0,0.07,0.82,122.02,disco,0,0,0,0,0
martina topley-bird,2,49.5,151859.5,0.57,0.29,0.04,0.52,0.39,0.23,0.28,104.39,trip-hop,0,0,0,0,0
martinho da vila,4,40.83,167230.83,0.75,0.66,0.23,0.53,0.0,0.24,0.95,100.4,samba,0,0,0,0,0
martinho da vila;djonga,1,44.0,178207.0,0.9,0.52,0.29,0.55,0.0,0.19,0.78,136.08,mpb,0,0,0,0,0
maru gomes,1,58.0,147702.0,0.36,0.04,0.04,1.0,0.86,0.09,0.2,95.03,piano,0,0,0,0,0
marvin gaye,9,0.0,205574.69,0.51,0.49,0.04,0.32,0.0,0.18,0.65,128.3,funk,2,2,2017,2017,1
marvin gaye;kygo,1,64.0,368316.0,0.69,0.68,0.04,0.32,0.02,0.04,0.65,100.99,soul,0,0,0,0,0
marvin gaye;salaam remi,1,0.0,299829.0,0.29,0.68,0.06,0.07,0.0,0.53,0.34,179.48,funk,0,0,0,0,0
marvin gaye;tammi terrell,3,20.5,149666.5,0.63,0.78,0.03,0.38,0.0,0.13,0.82,129.38,funk,0,0,0,0,0
marvin rainwater,1,24.0,152093.0,0.55,0.34,0.03,0.92,0.0,0.18,0.31,119.62,rockabilly,0,0,0,0,0
marvin santiago,2,0.0,268393.0,0.82,0.85,0.07,0.51,0.0,0.19,0.94,104.34,salsa,0,0,0,0,0
marvvila,2,43.5,240822.0,0.51,0.59,0.04,0.49,0.0,0.59,0.51,108.94,pagode,0,0,0,0,0
marvvila;belo,2,45.0,233236.0,0.59,0.68,0.03,0.8,0.0,0.17,0.6,140.03,pagode,0,0,0,0,0
marvvila;di propósito,1,43.0,152651.0,0.68,0.73,0.05,0.81,0.0,0.12,0.91,147.95,pagode,0,0,0,0,0
marvvila;dilsinho,2,44.5,197454.0,0.52,0.65,0.03,0.76,0.0,0.43,0.69,140.07,pagode,0,0,0,0,0
marvvila;pk;mc don juan,1,63.0,215196.0,0.6,0.76,0.06,0.74,0.0,0.98,0.93,82.92,pagode,0,0,0,0,0
marvvila;rebecca,1,42.0,150212.0,0.66,0.87,0.04,0.7,0.0,0.95,0.96,163.98,pagode,0,0,0,0,0
marvvila;sorriso maroto,1,46.0,224817.0,0.56,0.62,0.03,0.78,0.0,0.94,0.61,141.97,pagode,0,0,0,0,0
mary costa,2,22.5,163713.0,0.29,0.16,0.04,0.98,0.32,0.1,0.17,93.01,disney,0,0,0,0,0
mary costa;bill shirley;chorus - sleeping beauty,1,49.0,167013.0,0.25,0.24,0.03,0.97,0.0,0.11,0.21,85.14,disney,0,0,0,0,0
mary j. blige,6,0.0,245286.5,0.52,0.44,0.07,0.66,0.0,0.14,0.34,122.26,soul,4,4,2017,2017,1
mary j. blige;h.e.r.,3,0.67,174636.0,0.64,0.56,0.1,0.28,0.0,0.07,0.26,131.73,soul,0,0,0,0,0
mary j. blige;the clark sisters,1,0.0,264186.0,0.23,0.44,0.04,0.59,0.0,0.28,0.34,174.37,soul,0,0,0,0,0
mary lattimore,1,3.0,374290.0,0.61,0.19,0.04,0.97,0.93,0.12,0.18,111.49,ambient,0,0,0,0,0
mary's blood,1,19.0,318720.0,0.4,0.96,0.08,0.0,0.03,0.07,0.25,125.01,j-idol,0,0,0,0,0
maría caneda;carlos báez;sandra carvajal,1,25.0,91466.0,0.3,0.46,0.03,0.96,0.0,0.11,0.48,63.65,disney,0,0,0,0,0
maría caneda;carlos báez;sandra carvajal;santi aguirre;toni menguiano;astrid jones;virginia mos;malia conde,1,23.0,259560.0,0.33,0.35,0.03,0.92,0.0,0.08,0.35,137.84,disney,0,0,0,0,0
maría isabel,1,28.0,154493.0,0.76,0.92,0.19,0.03,0.0,0.11,0.97,160.01,spanish,0,0,0,0,0
masacre,2,22.0,393486.5,0.37,0.89,0.09,0.0,0.09,0.09,0.43,132.81,death-metal,0,0,0,0,0
masaharu fukuyama,26,32.11,288775.11,0.53,0.71,0.04,0.15,0.02,0.21,0.5,112.29,acoustic,0,0,0,0,0
masaki suda,2,62.2,251714.4,0.55,0.61,0.03,0.16,0.0,0.23,0.33,146.35,j-rock,0,0,0,0,0
masala coffee,4,36.57,234493.0,0.57,0.84,0.05,0.17,0.03,0.13,0.34,125.06,malay,0,0,0,0,0
masala coffee;rohit paritala,1,26.0,234104.0,0.76,0.74,0.05,0.49,0.0,0.15,0.48,101.98,malay,0,0,0,0,0
masala coffee;sooraj santhosh,1,43.0,199399.0,0.52,0.92,0.12,0.13,0.0,0.18,0.34,149.95,folk,0,0,0,0,0
masala coffee;sooraj santhosh;varun sunil,1,37.0,294947.0,0.56,0.82,0.06,0.26,0.0,0.09,0.34,95.02,folk,0,0,0,0,0
masappan,2,33.5,168633.0,0.64,0.72,0.03,0.11,0.0,0.19,0.73,103.76,emo,0,0,0,0,0
masato(coldrain);coladrain;hiroaki tsutsumi,1,48.0,243333.0,0.38,0.94,0.15,0.0,0.0,0.28,0.33,150.58,anime,0,0,0,0,0
masayoshi yamazaki,3,44.8,336119.6,0.51,0.49,0.03,0.54,0.0,0.14,0.42,134.73,acoustic,0,0,0,0,0
masayuki suzuki;すぅ,1,61.0,258765.0,0.78,0.89,0.04,0.22,0.0,0.05,0.96,127.99,j-pop,0,0,0,0,0
masayuki suzuki;伊原六花,2,56.0,263279.5,0.71,0.8,0.03,0.31,0.0,0.3,0.8,129.04,j-pop,0,0,0,0,0
masayuki suzuki;鈴木愛理,1,65.0,254640.0,0.68,0.82,0.05,0.32,0.0,0.12,0.82,138.1,j-pop,0,0,0,0,0
mascarpone,1,40.0,248769.0,0.65,0.82,0.06,0.0,0.75,0.3,0.32,130.01,club,0,0,0,0,0
mase,3,9.0,223524.0,0.8,0.7,0.22,0.14,0.0,0.17,0.53,99.58,hardcore,0,0,0,0,0
mase;lil' kim;puff daddy,1,0.0,244600.0,0.66,0.74,0.38,0.11,0.0,0.24,0.72,102.77,hardcore,0,0,0,0,0
mase;total,1,0.0,242946.0,0.84,0.72,0.38,0.03,0.0,0.42,0.85,93.76,hardcore,0,0,0,0,0
masicka,6,23.29,179873.29,0.67,0.74,0.35,0.25,0.0,0.16,0.4,124.26,j-dance,0,0,0,0,0
masicka;bounty killer,1,20.0,151562.0,0.65,0.85,0.49,0.09,0.0,0.27,0.38,127.45,j-dance,0,0,0,0,0
masicka;dunw3ll,1,23.0,150315.0,0.7,0.91,0.22,0.17,0.0,0.3,0.63,95.0,j-dance,0,0,0,0,0
masicka;sean paul,1,44.0,145785.0,0.88,0.77,0.11,0.09,0.0,0.07,0.86,94.06,j-dance,0,0,0,0,0
masicka;stefflon don,1,54.0,183092.0,0.77,0.66,0.23,0.06,0.0,0.1,0.16,129.34,dancehall,0,0,0,0,0
maskatesta,7,38.0,232105.14,0.65,0.82,0.05,0.14,0.0,0.19,0.84,151.48,ska,0,0,0,0,0
maskatesta;jorge serrano,1,35.0,243333.0,0.68,0.85,0.03,0.15,0.0,0.11,0.84,140.07,ska,0,0,0,0,0
masked intruder,14,22.5,147365.14,0.44,0.86,0.07,0.0,0.01,0.27,0.6,141.57,power-pop,0,0,0,0,0
masked wolf,1,79.0,132780.0,0.78,0.7,0.09,0.18,0.0,0.15,0.47,150.0,hip-hop,0,0,0,0,0
masn,10,57.14,162419.79,0.63,0.65,0.06,0.28,0.0,0.23,0.46,132.93,emo,0,0,0,0,0
masn;mishaal,1,48.0,220121.0,0.79,0.37,0.08,0.47,0.0,0.34,0.52,126.07,sad,0,0,0,0,0
masn;trippie redd,1,58.0,159657.0,0.91,0.41,0.06,0.38,0.0,0.16,0.56,115.02,chill,0,0,0,0,0
massacre,4,39.14,274660.0,0.44,0.84,0.04,0.0,0.0,0.24,0.33,137.43,punk-rock,0,0,0,0,0
massagem guru,3,23.0,271798.0,0.16,0.12,0.04,0.99,0.9,0.1,0.07,70.42,world-music,0,0,0,0,0
massane;benjamin roustaing,1,51.0,228447.0,0.57,0.8,0.03,0.31,0.55,0.09,0.1,123.99,progressive-house,0,0,0,0,0
massane;magnus,1,53.0,213934.0,0.54,0.83,0.03,0.46,0.29,0.11,0.44,122.0,progressive-house,0,0,0,0,0
massano,6,44.5,403477.33,0.7,0.7,0.05,0.02,0.87,0.14,0.05,123.49,techno,0,0,0,0,0
massilia sound system,1,32.0,221518.0,0.76,0.84,0.31,0.07,0.0,0.02,0.74,159.84,french,0,0,0,0,0
massive attack,33,40.18,323029.13,0.65,0.52,0.05,0.12,0.52,0.13,0.4,109.7,trip-hop,0,0,0,0,0
massive attack;azekel,1,44.0,235385.0,0.63,0.67,0.04,0.0,0.37,0.12,0.15,98.02,trip-hop,0,0,0,0,0
massive attack;gui boratto,2,44.0,474486.0,0.84,0.8,0.06,0.17,0.81,0.09,0.43,124.01,trip-hop,0,0,0,0,0
massive attack;hope sandoval,1,50.0,345691.0,0.42,0.17,0.03,0.71,0.34,0.09,0.08,142.52,trip-hop,0,0,0,0,0
massive attack;mos def,2,43.0,341620.0,0.68,0.55,0.05,0.0,0.07,0.11,0.27,100.0,trip-hop,0,0,0,0,0
massive attack;paul daley,1,19.0,359773.0,0.59,0.65,0.04,0.31,0.85,0.67,0.28,105.0,trip-hop,0,0,0,0,0
massive attack;paul oakenfold;steve osborne,1,18.0,318560.0,0.64,0.67,0.04,0.0,0.46,0.14,0.58,113.67,trip-hop,0,0,0,0,0
massive attack;tracey thorn,2,19.67,469448.0,0.58,0.51,0.05,0.01,0.08,0.16,0.73,168.0,trip-hop,0,0,0,0,0
massive attack;young fathers,1,43.0,241132.0,0.62,0.89,0.04,0.01,0.57,0.33,0.06,109.98,trip-hop,0,0,0,0,0
master haratt,1,47.0,185783.0,0.78,0.42,0.08,0.13,0.87,0.12,0.76,83.09,study,0,0,0,0,0
master kg;nomcebo zikode,3,25.33,240194.67,0.9,0.52,0.05,0.02,0.0,0.06,0.86,124.01,house,0,0,0,0,0
masters,1,31.0,169205.0,0.7,0.96,0.12,0.04,0.0,0.32,0.91,134.99,disco,0,0,0,0,0
masters of ceremony,6,19.17,264630.33,0.54,0.85,0.1,0.07,0.2,0.36,0.26,142.74,happy,0,0,0,0,0
masters of ceremony;furyan,1,18.0,181894.0,0.43,0.98,0.53,0.01,0.01,0.39,0.12,189.91,happy,0,0,0,0,0
mastifal,11,23.55,239663.82,0.47,0.96,0.12,0.0,0.2,0.2,0.36,108.48,heavy-metal,0,0,0,0,0
mastodon,10,17.19,282500.38,0.4,0.96,0.08,0.0,0.25,0.1,0.25,117.77,groove,1,1,2018,2018,1
mastruz com leite,13,42.15,235429.0,0.58,0.86,0.05,0.2,0.0,0.34,0.8,116.66,forro,0,0,0,0,0
mat kearney,2,51.5,245499.5,0.48,0.6,0.08,0.46,0.0,0.13,0.41,190.9,acoustic,0,0,0,0,0
mat zo;chuck d,1,34.0,219375.0,0.63,0.83,0.06,0.0,0.62,0.45,0.51,128.04,progressive-house,0,0,0,0,0
mat zo;eyes that lie,1,34.0,271600.0,0.54,0.81,0.05,0.0,0.16,0.31,0.2,129.91,progressive-house,0,0,0,0,0
mat zo;olan;fred falke,1,38.0,202622.0,0.65,0.84,0.04,0.0,0.5,0.2,0.19,122.04,progressive-house,0,0,0,0,0
mat.joe;ninetoes,1,3.0,186240.0,0.73,0.96,0.06,0.06,0.28,0.6,0.43,125.02,deep-house,0,0,0,0,0
matador,3,38.6,338227.4,0.69,0.74,0.05,0.12,0.67,0.43,0.34,124.7,minimal-techno,0,0,0,0,0
matador;artbat,2,42.25,462630.0,0.73,0.65,0.06,0.01,0.91,0.27,0.09,124.76,minimal-techno,0,0,0,0,0
matador;braev,1,34.0,416626.0,0.73,0.63,0.07,0.0,0.69,0.1,0.24,122.99,minimal-techno,0,0,0,0,0
matadoria,5,34.8,222263.4,0.53,0.75,0.05,0.27,0.0,0.11,0.46,110.64,malay,0,0,0,0,0
matanza,25,40.32,178493.21,0.41,0.97,0.09,0.01,0.0,0.2,0.59,156.11,hard-rock,0,0,0,0,0
matanza;pablo chill-e;inti illimani histórico;quilapayún,1,35.0,272370.0,0.78,0.63,0.13,0.22,0.0,0.11,0.2,119.98,electronic,0,0,0,0,0
matata,1,20.0,170026.0,0.83,0.66,0.05,0.42,0.03,0.15,0.96,116.7,afrobeat,0,0,0,0,0
matchbox,2,22.5,173566.5,0.69,0.87,0.07,0.26,0.0,0.44,0.84,116.74,rockabilly,0,0,0,0,0
matchbox twenty,10,53.4,231704.9,0.48,0.81,0.06,0.07,0.0,0.32,0.54,108.67,grunge,0,0,0,0,0
matchy,1,39.0,440655.0,0.82,0.7,0.06,0.34,0.87,0.09,0.23,122.02,techno,0,0,0,0,0
mateo;arinity;bimini,1,58.0,155458.0,0.43,0.49,0.04,0.26,0.0,0.08,0.15,105.14,french,0,0,0,0,0
material issue,3,21.0,197062.0,0.53,0.8,0.05,0.03,0.0,0.23,0.58,100.53,power-pop,0,0,0,0,0
mateus aleluia;fabiana aleluia,1,40.0,282760.0,0.42,0.36,0.03,0.9,0.0,0.11,0.52,128.92,mpb,0,0,0,0,0
mateus e cristiano,1,46.0,185386.0,0.74,0.77,0.04,0.22,0.0,0.15,0.7,134.01,sertanejo,0,0,0,0,0
mathame,1,47.0,382500.0,0.71,0.54,0.04,0.0,0.39,0.09,0.06,128.03,techno,0,0,0,0,0
mathan;naven,7,39.12,249275.5,0.65,0.73,0.12,0.31,0.0,0.18,0.67,130.87,malay,0,0,0,0,0
mathan;naven;sheezay,1,24.0,291451.0,0.87,0.76,0.08,0.06,0.0,0.45,0.53,112.22,malay,0,0,0,0,0
matheus & kauan,47,48.83,179160.85,0.52,0.78,0.09,0.33,0.0,0.53,0.56,127.08,sertanejo,0,0,0,0,0
matheus & kauan;jorge & mateus,1,46.0,277697.0,0.57,0.84,0.05,0.3,0.0,0.79,0.56,124.79,sertanejo,0,0,0,0,0
matheus balo,2,41.33,262872.0,0.47,0.42,0.03,0.23,0.0,0.19,0.36,143.01,gospel,0,0,0,0,0
matheus balo;filipe lancaster,1,41.0,261500.0,0.66,0.61,0.03,0.01,0.0,0.15,0.5,119.97,gospel,0,0,0,0,0
matheus marcolino,1,51.0,191480.0,0.62,0.83,0.04,0.33,0.0,0.33,0.54,112.9,sertanejo,0,0,0,0,0
matheusinho;ferrugem,1,42.0,185383.0,0.53,0.7,0.05,0.68,0.0,0.37,0.54,82.04,pagode,0,0,0,0,0
mathew jonson;stephan bodzin,1,36.0,467171.0,0.74,0.8,0.04,0.08,0.88,0.1,0.24,125.0,minimal-techno,0,0,0,0,0
mathew joseph,1,37.0,222250.0,0.72,0.2,0.06,0.98,0.93,0.2,0.25,120.2,guitar,0,0,0,0,0
mathew t john,3,32.67,287484.33,0.57,0.48,0.04,0.49,0.0,0.1,0.34,137.91,malay,0,0,0,0,0
mathew t john;giftson durai,1,28.0,264000.0,0.56,0.43,0.04,0.62,0.0,0.09,0.28,140.06,malay,0,0,0,0,0
mathias.,1,37.0,109766.0,0.65,0.56,0.08,0.06,0.0,0.12,0.1,175.14,sad,0,0,0,0,0
matias aguayo,2,10.0,298968.0,0.8,0.73,0.08,0.0,0.59,0.2,0.74,144.04,minimal-techno,0,0,0,0,0
matilda mann,4,51.5,175629.0,0.5,0.4,0.05,0.78,0.0,0.12,0.3,151.1,british,0,0,0,0,0
matisse & sadko;aspyer;matluck,1,47.0,173571.0,0.6,0.78,0.04,0.11,0.0,0.34,0.57,126.0,progressive-house,0,0,0,0,0
matisse & sadko;hanne mjøen,1,60.0,161538.0,0.55,0.69,0.03,0.03,0.0,0.12,0.28,156.0,edm,0,0,0,0,0
matisse & sadko;raiden;justin jesso,1,45.0,201254.0,0.51,0.62,0.04,0.22,0.0,0.17,0.41,144.88,progressive-house,0,0,0,0,0
matisyahu,1,55.0,207573.0,0.35,0.61,0.15,0.2,0.0,0.12,0.24,68.55,reggae,0,0,0,0,0
matmatah,1,31.0,251373.0,0.31,0.61,0.03,0.15,0.0,0.12,0.33,149.95,french,0,0,0,0,0
mato seco,1,44.0,412356.0,0.75,0.66,0.08,0.24,0.0,0.59,0.94,150.64,brazil,0,0,0,0,0
mato seco;circuito reggae,2,43.0,403619.5,0.76,0.46,0.22,0.04,0.0,0.45,0.41,134.24,brazil,0,0,0,0,0
mato seco;nazireu rupestre,1,43.0,428746.0,0.8,0.49,0.04,0.05,0.0,0.35,0.89,124.04,brazil,0,0,0,0,0
matogrosso & mathias,16,46.12,216844.88,0.48,0.7,0.04,0.38,0.0,0.62,0.45,117.64,sertanejo,0,0,0,0,0
matogrosso & mathias;agnaldo timoteo,1,51.0,198955.0,0.53,0.68,0.04,0.53,0.0,0.52,0.36,96.8,sertanejo,0,0,0,0,0
matogrosso & mathias;gusttavo lima,1,54.0,210839.0,0.59,0.67,0.05,0.26,0.0,0.55,0.59,132.03,sertanejo,0,0,0,0,0
matogrosso & mathias;henrique & juliano,1,56.0,196550.0,0.46,0.86,0.13,0.56,0.0,0.72,0.66,160.24,sertanejo,0,0,0,0,0
matogrosso & mathias;joão bosco & vinicius,1,52.0,206256.0,0.41,0.67,0.06,0.26,0.0,0.91,0.43,100.87,sertanejo,0,0,0,0,0
matogrosso & mathias;zé neto & cristiano,2,50.0,183737.0,0.7,0.67,0.03,0.57,0.0,0.09,0.71,114.87,sertanejo,0,0,0,0,0
matoma;becky hill,1,0.0,224271.0,0.65,0.73,0.03,0.01,0.0,0.06,0.18,102.97,edm,0,0,0,0,0
matoma;brando,4,0.25,184320.0,0.71,0.88,0.04,0.06,0.01,0.1,0.21,125.01,edm,0,0,0,0,0
matoma;jonah kagen,1,68.0,180600.0,0.65,0.7,0.09,0.03,0.0,0.13,0.54,124.92,edm,0,0,0,0,0
matooma,1,59.0,184714.0,0.21,0.05,0.04,0.99,0.95,0.1,0.03,68.23,ambient,0,0,0,0,0
matrioska,1,33.0,167666.0,0.69,0.91,0.06,0.05,0.0,0.07,0.82,104.03,ska,0,0,0,0,0
matrix & futurebound,3,17.33,242772.67,0.5,0.97,0.06,0.0,0.75,0.49,0.28,174.03,drum-and-bass,0,0,0,0,0
matrix & futurebound;baby blue,1,44.0,212413.0,0.46,0.94,0.04,0.05,0.0,0.2,0.68,174.02,drum-and-bass,0,0,0,0,0
matrix & futurebound;calum scott;nick talos,1,41.0,221042.0,0.7,0.77,0.04,0.24,0.0,0.17,0.57,105.03,drum-and-bass,0,0,0,0,0
matrix & futurebound;cat knight,1,17.0,311034.0,0.43,0.93,0.04,0.0,0.89,0.16,0.33,173.98,drum-and-bass,0,0,0,0,0
matrix & futurebound;james walsh,1,15.0,191379.0,0.45,0.9,0.04,0.14,0.0,0.43,0.42,173.94,drum-and-bass,0,0,0,0,0
matrix & futurebound;luke bingham,2,31.5,214724.0,0.53,0.91,0.05,0.15,0.0,0.22,0.5,157.05,drum-and-bass,0,0,0,0,0
matrix & futurebound;matrix;futurebound;flite,1,16.0,240000.0,0.47,0.93,0.08,0.0,0.01,0.23,0.22,174.03,drum-and-bass,0,0,0,0,0
matrix & futurebound;matrix;futurebound;max marshall,1,15.0,228969.0,0.51,0.9,0.03,0.22,0.0,0.57,0.37,86.99,drum-and-bass,0,0,0,0,0
matrix & futurebound;max marshall,2,44.0,205487.5,0.51,0.88,0.04,0.14,0.0,0.33,0.36,130.43,drum-and-bass,0,0,0,0,0
matrix & futurebound;max marshall;killer hertz,1,20.0,269333.0,0.49,0.95,0.06,0.0,0.26,0.1,0.05,174.11,drum-and-bass,0,0,0,0,0
matrix;futurebound;luke bingham,2,37.5,228339.5,0.5,0.92,0.05,0.24,0.02,0.06,0.81,174.01,drum-and-bass,0,0,0,0,0
mats bergström,1,45.0,166279.0,0.56,0.02,0.07,0.99,0.96,0.11,0.08,81.11,guitar,0,0,0,0,0
mats ronander;kim larsen,1,36.0,208159.0,0.7,0.91,0.03,0.01,0.0,0.15,0.84,124.99,swedish,0,0,0,0,0
mats rådberg,2,35.0,228703.5,0.61,0.69,0.04,0.27,0.0,0.51,0.83,101.45,swedish,0,0,0,0,0
mats rådberg;rankarna,3,37.0,203826.0,0.6,0.52,0.1,0.43,0.0,0.41,0.79,156.56,swedish,0,0,0,0,0
matt braunger,7,23.14,269783.71,0.61,0.77,0.87,0.8,0.0,0.7,0.46,94.06,comedy,0,0,0,0,0
matt cavenaugh;josefina scaglione,1,22.0,246573.0,0.18,0.05,0.04,0.9,0.0,0.18,0.04,80.57,show-tunes,0,0,0,0,0
matt costa,3,0.0,155000.0,0.54,0.36,0.03,0.65,0.0,0.1,0.35,109.74,acoustic,0,0,0,0,0
matt dahan;kelly lynne d'angelo;dylan saunders;jeff blim;joe viba,1,22.0,210262.0,0.58,0.32,0.06,0.81,0.0,0.16,0.57,124.94,show-tunes,0,0,0,0,0
matt dahan;kelly lynne d'angelo;dylan saunders;joe viba;mariah rose faith;natalie llerena;jaime lyn beatty;michael minto;jeff blim;starry company,1,26.0,318141.0,0.52,0.36,0.03,0.67,0.0,0.07,0.22,105.0,show-tunes,0,0,0,0,0
matt dahan;kelly lynne d'angelo;natalie llerena;joe viba;mariah rose faith;jaime lyn beatty;michael minto;clayton snyder;huck walton;dylan saunders;starry company,1,24.0,241709.0,0.38,0.27,0.03,0.87,0.0,0.16,0.19,107.24,show-tunes,0,0,0,0,0
matt fax,1,49.0,233440.0,0.56,0.86,0.07,0.01,0.32,0.2,0.05,123.99,trance,0,0,0,0,0
matt hansen,2,64.5,174155.0,0.57,0.51,0.04,0.58,0.0,0.21,0.49,154.95,singer-songwriter,0,0,0,0,0
matt hartke,1,65.0,178573.0,0.56,0.27,0.04,0.93,0.0,0.1,0.49,88.97,folk,0,0,0,0,0
matt johnson,2,51.5,190571.0,0.71,0.34,0.03,0.87,0.0,0.12,0.59,117.49,acoustic,0,0,0,0,0
matt johnson;jaclyn davies,1,48.0,243724.0,0.43,0.2,0.04,0.87,0.0,0.11,0.35,163.98,acoustic,0,0,0,0,0
matt komo;emily zeck,1,46.0,216338.0,0.56,0.78,0.1,0.02,0.04,0.23,0.34,141.97,dub,0,0,0,0,0
matt large,54,20.0,184750.93,0.66,0.6,0.11,0.23,0.74,0.19,0.52,120.99,study,0,0,0,0,0
matt maher,1,64.0,205666.0,0.46,0.45,0.03,0.52,0.0,0.09,0.18,74.92,alt-rock,0,0,0,0,0
matt maltese,4,70.0,215221.25,0.44,0.46,0.03,0.55,0.22,0.16,0.21,118.79,folk,0,0,0,0,0
matt mccarthy,1,21.0,111187.0,0.68,0.52,0.93,0.89,0.0,0.34,0.7,80.11,comedy,0,0,0,0,0
matt nash,2,53.5,134601.0,0.69,0.88,0.06,0.06,0.29,0.13,0.19,124.02,progressive-house,0,0,0,0,0
matt nathanson,3,57.33,204977.33,0.59,0.67,0.03,0.28,0.0,0.16,0.56,98.12,acoustic,0,0,0,0,0
matt pless,1,26.0,199866.0,0.67,0.42,0.03,0.3,0.0,0.23,0.71,115.04,acoustic,0,0,0,0,0
matt redman,16,52.0,303798.36,0.43,0.61,0.04,0.25,0.0,0.38,0.31,130.65,world-music,1,1,2017,2017,1
matt redman;chris tomlin,1,0.0,316920.0,0.42,0.24,0.03,0.66,0.0,0.1,0.07,141.88,alt-rock,0,0,0,0,0
matt redman;tasha cobbs leonard,1,48.0,350480.0,0.32,0.67,0.05,0.3,0.0,0.06,0.16,175.6,world-music,0,0,0,0,0
matt sassari,4,65.67,163166.17,0.85,0.82,0.04,0.0,0.06,0.13,0.68,125.69,techno,0,0,0,0,0
matt sassari;chrstphr,1,55.0,126666.0,0.82,0.86,0.05,0.0,0.0,0.34,0.92,125.98,techno,0,0,0,0,0
matt sassari;green velvet,1,43.0,376794.0,0.8,0.83,0.09,0.0,0.64,0.1,0.32,129.01,techno,0,0,0,0,0
matt simons;deepend,1,70.0,195173.0,0.84,0.54,0.05,0.56,0.0,0.11,0.11,104.99,singer-songwriter,0,0,0,0,0
matt taylor,1,36.0,238680.0,0.69,0.57,0.07,0.06,0.0,0.18,0.69,121.37,blues,0,0,0,0,0
matt white,1,60.0,170040.0,0.76,0.68,0.03,0.27,0.0,0.13,0.76,107.95,acoustic,0,0,0,0,0
matteo tura,2,37.5,265363.5,0.53,0.93,0.04,0.0,0.93,0.08,0.16,112.5,club,0,0,0,0,0
matteo tura;stefano f,1,37.0,301500.0,0.59,0.68,0.04,0.0,0.93,0.57,0.11,99.98,club,0,0,0,0,0
matteo vitanza,1,30.0,239696.0,0.69,0.83,0.03,0.0,0.87,0.47,0.14,132.99,techno,0,0,0,0,0
matthew dear,1,19.0,159640.0,0.88,0.58,0.05,0.46,0.4,0.11,0.87,119.99,minimal-techno,0,0,0,0,0
matthew dear;tegan and sara,1,42.0,272506.0,0.76,0.49,0.04,0.01,0.22,0.23,0.05,104.0,minimal-techno,0,0,0,0,0
matthew harvey,1,47.0,150405.0,0.44,0.15,0.04,0.98,0.85,0.07,0.08,148.1,ambient,0,0,0,0,0
matthew morrison,1,23.0,167813.0,0.17,0.16,0.04,0.95,0.0,0.14,0.16,178.84,show-tunes,0,0,0,0,0
matthew morrison;kelsey grammer;aidan gemme;christopher paul richards;sawyer nunes;alex dreier,1,27.0,135200.0,0.65,0.43,0.46,0.64,0.0,0.09,0.57,127.28,show-tunes,0,0,0,0,0
matthew morrison;laura michelle kelly;carolee carmello;aidan gemme;christopher paul richards;sawyer nunes;alex dreier,1,26.0,442466.0,0.41,0.29,0.05,0.78,0.0,0.32,0.27,105.01,show-tunes,0,0,0,0,0
matthew morrison;marissa jaret winokur;corey reynolds;kerry butler;hairspray ensemble,1,33.0,266933.0,0.7,0.82,0.26,0.64,0.0,0.29,0.52,97.93,show-tunes,0,0,0,0,0
matthew morrison;marissa jaret winokur;hairspray ensemble,1,29.0,186026.0,0.31,0.55,0.07,0.69,0.0,0.06,0.57,203.75,show-tunes,0,0,0,0,0
matthew perryman jones,1,53.0,212386.0,0.42,0.79,0.05,0.03,0.0,0.12,0.2,175.98,acoustic,0,0,0,0,0
matthew sweet,4,21.5,244333.0,0.49,0.77,0.03,0.11,0.01,0.11,0.77,116.49,power-pop,0,0,0,0,0
